idJeu;Nom du jeu;Auteur;Éditeur;nb joueurs;âge min;Durée;Type;Notice;Zone plan;Zone bénévole;idZone;À animer;Reçu;Mécanismes;Thèmes;Tags;Description;Image;Logo;Vidéo
902;Settlement;Oleksandr Nevskiy;Blackrock Games;1 à 4 joueurs;10 ans;90 mn;Initiés;https://cdn.1j1ju.com/medias/be/03/2b-settlement-regle.pdf;Esplanade-Ouest 3;Esplanade-Ouest 3a;219;oui;oui;Pose d'ouvriers;Médiéval;Médiéval,Pose d'ouvriers;Vous êtes le chef des villageois qui ont découvert de nouvelles terres. À l'aide d'artefacts puissants, vous explorerez des terrains, chasserez des monstres, construirez des bâtiments et créerez des fortifications. Collectez des diamants et de l'or et accueillez de puissants héros pour faire de votre colonie la plus célèbre !;https://cdn1.philibertnet.com/555375-large_default/settlement.jpg;https://blackrockgames.fr/assets/img/logo_white.png;https://www.youtube.com/watch?v=7CbKFowxaeY
903;Toupies voyageuses;Wlad Watine;Buzzy Games;1 à 4 joueurs;6 ans;30 mn;Tout public;https://en.play-in.com/pdf/rules_games/la_toupie_voyageuse_-_regles_fr.pdf;Esplanade-Ouest 1;Esplanade-Ouest 1a;211;oui;oui;Coopératif,Course,Équilibre,Parcours,Solo;Toupies;Toupies,Coopératif,Course,Équilibre,Parcours,Solo;Le jeu sensationnel de parcours de toupie ! Lance ta toupie à toute vitesse grâce à son propulseur. Voyage à travers 8 mondes merveilleux pour réaliser tes missions : saute les obstacles, touche les cibles et valide ta progression avec des trophées autocollants. Aussi fun en mode solo qu’en mode coopératif.;https://cdn2.philibertnet.com/571465-large_default/la-toupie-voyageuse.jpg;https://buzzygames.net/wp-content/uploads/2020/10/Logo-BUZZY-bleu.png;https://www.youtube.com/watch?v=a859JQo4dm8
904;Orichalque;Bruno Cathala, Johannes Goupy;Catch Up Games;2 à 4 joueurs;12 ans;45 mn;Initiés;https://cdn.1j1ju.com/medias/88/f6/a1-orichalque-regle.pdf;Esplanade-Ouest 1;Esplanade-Ouest 1b;214;oui;oui;Conquête,Exploration,Gestion de ressources;Antiquité;Antiquité,Conquête,Exploration,Gestion de ressources;La prophétie de l’Atlantide se réalise, le cataclysme arrive ! Vous avez été envoyé à la recherche d’une nouvelle terre d’accueil. Explorez l’île, exploitez ses ressources et débarrassez là des monstres qui l’infestent pour préparer le grand exil !;https://cdn1.philibertnet.com/552815-large_default/orichalque.jpg;https://catchupgames.com/wp-content/uploads/2022/10/logo_fond_blanc.png;https://www.youtube.com/watch?v=chEOhDmJkgI
905;After Us;Florian Sirieix;Catch Up Games;1 à 6 joueurs;12 ans;60 mn;Initiés;https://floriansirieix.fr/ressources/AFTERUS_Rulebook_FR.pdf;Esplanade-Ouest 1;Esplanade-Ouest 1b;214;oui;oui;Deck building,Gestion de ressources;Univers post-apocalyptique simiesque;Univers post-apocalyptique simiesque,Deck building,Gestion de ressources;En 2083, l’humanité s’est éteinte depuis plusieurs décennies. Dans ce monde délaissé, les singes se regroupent en tribus et apprivoisent les objets humains. À la tête d’une de ces tribus, vous devez la guider sur la voie de l’intelligence collective.;https://cdn2.philibertnet.com/570326-large_default/after-us.jpg;https://catchupgames.com/wp-content/uploads/2022/10/logo_fond_blanc.png;https://www.youtube.com/watch?v=UD1DZX2oX5Q
906;À la manière d'Arcimboldo;Nathalie & Rémi Saunier, Marie & Wilfreid Fort;Bankiiiz Editions;3 à 6 joueurs;7 ans;30 mn;Tout public;https://www.dropbox.com/s/hbr3y01wtusbx5w/Rules_Arci_VF.pdf?dl=0;Esplanade-Ouest 3;Esplanade-Ouest 3b;217;oui;oui;Construction,Observation;Œuvre, Fruits & Légumes;Œuvre, Fruits & Légumes,Construction,Observation;Arcimboldo et ses élèves doivent chacun créer une « œuvre » à l’aide des éléments de composition magnétiques, fruits, légumes, fleurs et céréales. Ils devront réaliser la meilleure interprétation d’un titre, composé d’un mot et d’un complément, sans contrainte de temps, puis voter pour leur préférée.;https://cdn1.philibertnet.com/530053-large_default/a-la-maniere-d-arcimboldo.jpg;https://bankiiiz.com/wordpress/wp-content/uploads/2023/01/cropped-Sitewebpngtransparent.png;https://www.youtube.com/watch?v=BDBpw8CLcOs
907;Gamme Logic - Hôtel;Yoann Levet;Bankiiiz Editions;1 joueur;7 ans;30 mn;Tout public;https://cdn.1j1ju.com/medias/b0/03/cb-gamme-logic-hotel-regle.pdf;Esplanade-Ouest 3;Esplanade-Ouest 3b;217;oui;oui;Casse-tête;Fantastique;Fantastique,Casse-tête;Gamme Logic - Hôtel est un jeu solo qui vous propose de relever 60 défis de logique, à difficulté progressive.;https://cdn3.philibertnet.com/542778-large_default/gamme-logic-hotel.jpg;https://bankiiiz.com/wordpress/wp-content/uploads/2023/01/cropped-Sitewebpngtransparent.png;https://www.youtube.com/watch?v=cUxPWqYFmmo
908;Gamme Logic - Birds;Yoann Levet;Bankiiiz Editions;1 joueur;7 ans;30 mn;Tout public;https://cdn.1j1ju.com/medias/52/e3/3b-gamme-logic-birds-regle.pdf;Esplanade-Ouest 3;Esplanade-Ouest 3b;217;oui;oui;Casse-tête;Oiseaux;Oiseaux,Casse-tête;Gamme Logic - Birds est un jeu solo qui vous propose de relever 60 défis de logique, à difficulté progressive.;https://cdn3.philibertnet.com/542777-large_default/gamme-logic-birds.jpg;https://bankiiiz.com/wordpress/wp-content/uploads/2023/01/cropped-Sitewebpngtransparent.png;https://www.youtube.com/watch?v=y85iFBPKx_Q
909;That's Not a Hat;Kasper Lapp;Ravensburger;3 à 8 joueurs;8 ans;30 mn;Tout public;https://www.ravensburger.fr/spielanleitungen/ecm/Spielanleitungen/20954%20anl%202257942%20.pdf?ossl=pds_text_Spielanleitung;Esplanade-Centre 4;;185;non;oui;Bluff,Mémoire;Cadeaux;Cadeaux,Bluff,Mémoire;That's not a Hat est un jeu familial qui fera rire toutes les générations de la famille. Mémorisez les cadeaux en jeu et offrez-les vous… Mais attention vos voisins peuvent refuser votre cadeau et vous le renvoyer. Si vous vous ne souvenez plus du cadeau que vous offrez, bluffez bien ! That's not a hat est un jeu dans lequel vous allez devoir retenir de plus en plus de carte… Si vous n'y parvenez pas soyez convaincant en bluffant vos voisins !;https://cdn1.philibertnet.com/565875-large_default/that-s-not-a-hat.jpg;https://cf.geekdo-images.com/FNjyvxby-tnAx1UfqVNwPw__itemrep/img/MxPK4J_urbgkUdEEL9XmE2SewdQ=/fit-in/246x300/filters:strip_icc()/pic417413.jpg;https://www.youtube.com/watch?v=G5g_H1Ua04E
910;Mindbug;Richard Garfield , Marvin Hegen, Christian Kudahl, Skaff Elias;Iello;2 joueurs;8 ans;30 mn;Tout public;https://iello.fr/wp-content/uploads/2023/01/Mindbug_Rulebook_FR.pdf;Esplanade-Est 2;;180;oui;oui;Affrontement,Cartes;Fantastique;Fantastique,Affrontement,Cartes;Dans Mindbug, vous invoquez des créatures hybrides et les envoyez au combat contre votre adversaire - mais lorsque vous invoquez une créature, l'adversaire peut utiliser un de ses Mindbugs pour en prendre le contrôle. Surpassez votre adversaire dans un duel tactique fascinant dans lequel avoir les meilleures cartes et les jouer au mauvais moment peut vous être fatal.;https://cdn1.philibertnet.com/570456-large_default/mindbug.jpg;https://iello.fr/wp-content/uploads/2021/08/logo-iello.svg;https://videoregles.net/videoregle/mindbug
911;Cheese Master;Alexandre Droit, Johan Benvenuto;Iello;2 à 8 joueurs;8 ans;10 mn;Tout public;https://iello.fr/wp-content/uploads/2023/03/Cheese-Master_Rulebook_FR.pdf;Esplanade-Est 2;;180;oui;oui;Observation;Fromages;Fromages,Observation;Le Fromage vient d'être servi ! La cuisine est calme. Trop calme. Tout à coup c’est le drame : des morceaux de fromage tombent de la table, et voilà que les souris se précipitent à l’assaut ! Le chat, qui attendait patiemment ce moment, sort alors ses griffes et bondit sur les rongeurs, mais il ne prend pas garde au chien, qui surgit la gueule grande ouverte… Tout ce joli petit monde se poursuit et se chamaille, jusqu’à ce que le tavernier, excédé, ne frappe sur une casserole pour disperser les voleurs. Mais au fait, il y en avait combien, des morceaux de fromage ?   Dans ce jeu d’observation et de rapidité, les joueurs vont devoir déduire le nombre de fromages restants après chaque lancer de dés. L'un des joueurs lance les dés au centre de la table. Chaque joueur se met ensuite à compter le nombre de fromages, suivant le résultat des dés ! Un tableau bien spécial appliquera des effets en fonction des faces de dés tombées lors du lancé. Dès que les joueurs pensent avoir le bon nombre d;https://iello.fr/wp-content/uploads/2022/12/Cheese-Master_Mockup_FR_Reversed_Light-740x969.jpg;https://iello.fr/wp-content/uploads/2021/08/logo-iello.svg;Vidéo non trouvé, mais règles simples
912;Starship Captains;Peter B. Hoffgaard;Iello;1 à 4 joueurs;12 ans;90 mn;Experts;https://www.play-in.com/pdf/rules_games/starship_captains_regles_fr.pdf;Esplanade-Est 2;;180;oui;oui;Développement,Draft,Exploration,Pose d'ouvriers;Espace;Espace,Développement,Draft,Exploration,Pose d'ouvriers;Prenez le commandement de votre équipage pour devenir le meilleur capitaine de la galaxie ! Bienvenue à bord et félicitations pour la promotion ! Votre 'nouveau' vaisseau est prêt à embarquer pour son premier grand voyage. Il suffit de gratter un peu la rouille et tout ira bien. Et cet équipage ? Ils ont peut-être l'air un peu verts sur les bords, mais c'est votre équipage maintenant. rendez-nous fiers. Les étoiles vous appellent, et l'aventure vous attend !;https://cdn3.philibertnet.com/567009-large_default/starship-captains.jpg;https://iello.fr/wp-content/uploads/2021/08/logo-iello.svg;https://www.youtube.com/watch?v=f9Eh-5h6zVA
913;Piège obscur;Christopher Ryan Chan, Rosswell Saunders, Chris McMahon;Iello;1 à 5 joueurs;14 ans;50 mn;Experts;https://iello.fr/wp-content/uploads/2022/11/Piege-Obscur_Rulebook_Light.pdf;Esplanade-Est 2;;180;oui;oui;Coopératif;Labyrinthe;Labyrinthe,Coopératif;Piège Obscur est un jeu de placement de tuiles horrifique, entièrement coopératif, qui piège 1 à 5 âmes perdues dans un labyrinthe surnaturel de ténèbres éternelles.;https://cdn1.philibertnet.com/550488-large_default/piege-obscur.jpg;https://iello.fr/wp-content/uploads/2021/08/logo-iello.svg;https://videoregles.net/videoregle/piege-obscur
914;L'Année des 5 Empereurs;Roméo Hennion, L Équipe Ludique, Clément Leclercq;Game Flow;2 à 5 joueurs;12 ans;60 mn;Experts;https://www.game-flow.fr/assets/image/GameOut/5empereurs/5Empereurs_Rules_Light.pdf;Esplanade-Ouest 1;Esplanade-Ouest 1b;214;oui;oui;Deck building;Antiquité;Antiquité,Deck building;Faites-vous reconnaître comme le seul et légitime Empereur de Rome ! Vous êtes des hauts dignitaires romains et vous allez vous affronter pour devenir le seul et unique empereur de Rome. Préparez votre ascension au pouvoir en achetant des cartes, pour construire votre réseau d’influence (deck). Choisissez le moment opportun pour vous déclarer empereur. Déployez alors vos légions, pour confronter les autres prétendants et gagner des objectifs. Mais attention, car la plupart des objectifs pourront vous être volés en cours de partie. Le premier prétendant à contrôler 4 objectifs en même temps deviendra l’unique empereur de Rome…;https://www.espritjeu.com/upload/image/l-annee-des-5-empereurs-p-image-82250-grande.jpg;https://img.mailinblue.com/3995611/images/rnb/original/6124b1c14ec79830fb0e54b8.png;https://www.youtube.com/watch?v=q831xrJzUNw
915;Dors Dragon d'Or;Jean-Philippe Sahut;Game Flow;2 à 5 joueurs;6 ans;20 mn;Tout public;https://www.game-flow.fr/assets/image/GameOut/Cyclone/Rules_DorsDragonDor_08.pdf;Esplanade-Ouest 1;Esplanade-Ouest 1b;214;oui;oui;Coopératif,Temps réel;Trésors;Trésors,Coopératif,Temps réel;Dans sa caverne, le Dragon D’Or s’est endormi sur son trésor. Les petits aventuriers doivent s’entraider pour récupérer de nombreux objets dans son trésor : l’un d’eux devra guetter le Dragon, alors que les autres doivent retrouver tout leur équipement.;https://cdn1.philibertnet.com/557501-large_default/dors-dragon-d-or.jpg;https://img.mailinblue.com/3995611/images/rnb/original/6124b1c14ec79830fb0e54b8.png;https://www.youtube.com/watch?v=-TCOY-cFMHg
916;Le Grand Voyage - Migration d’Automne;Charlec Couronnaud;Betula;2 à 8 joueurs;8 ans;20 mn;Tout public;https://www.dropbox.com/s/2hiubqrngkdsqiz/LivretDeRegles-LeGrandVoyage-%28web%29-FRANCAIS.pdf?dl=0;Esplanade-Centre 4;;185;non;oui;Parcours,Stop ou encore;Oiseaux Migrateurs;Oiseaux Migrateurs,Parcours,Stop ou encore;Dans cette course vers le soleil, surmontez les périls rencontrés lors de vos vols mais faites halte à temps pour arriver le premier à destination !;https://cdn1.philibertnet.com/569410-large_default/le-grand-voyage-migration-dautomne.jpg;https://momes-ecompagnie.com/img/m/8.jpg;https://www.youtube.com/watch?v=yTwS9ZyiLoE
917;Le Grand Méchant Monstre;Benoit Turpin, Joan Dufour;Bankiiiz Editions;2 joueurs;5 ans;20 mn;Enfants;https://www.dropbox.com/s/xg541zuffviu2al/LGMM_Rules_FR.pdf?dl=0;Esplanade-Ouest 1;Esplanade-Ouest 1a;211;oui;oui;Dessin;Monstres;Monstres,Dessin;C’est la rentrée à l’école des Monstres ! Les élèves sont tous prêts à se mettre au travail pour dessiner le monstre le plus effrayant de l’école, et gagner ainsi le titre de Grand méchant monstre !;https://cdn3.philibertnet.com/570310-large_default/le-gran-mechant-monstre.jpg;https://bankiiiz.com/wordpress/wp-content/uploads/2023/01/cropped-Sitewebpngtransparent.png;https://www.youtube.com/watch?v=Bv8ar2ya1gg
918;Mon P'tit Everdell;James A. Wilson;Matagot;1 à 4 joueurs;6 ans;30 mn;Enfants;https://www.youtube.com/watch?time_continue=194&v=N4qbnhdvfaQ&embeds_euri=https%3A%2F%2Fwww.philibertnet.com%2F&feature=emb_logo;Esplanade-Centre 4;;185;oui;oui;Cartes,Draft,Gestion de ressources,Pose d'ouvriers;Animaux, Fantastique;Animaux, Fantastique,Cartes,Draft,Gestion de ressources,Pose d'ouvriers;Mon P'tit Everdell ça pourrait être 'mon premier jeu de placement d'ouvriers', 'mon premier jeu de gestions de ressources' et 'mon premier jeu de tableau de cartes' réunis dans l'univers onirique d'Everdell afin de rassembler petits (à partir de 6 ans) et grands autour de la table.;https://cdn3.philibertnet.com/564020-medium_default/mon-p-tit-everdell.jpg;https://matagot-friends.com/france/img/matagot-friends-france-logo-16612714232.jpg;https://www.youtube.com/watch?v=N4qbnhdvfaQ&t=194s
920;Farm & Furious;Luc Rémond;Loki;2 à 5 joueurs;7 ans;30 mn;Enfants;https://loki-kids.com/telechargements/Farm-and-Furious_Rulebook.pdf;Esplanade-Est 2;;180;oui;oui;Course;Animaux;Animaux,Course;Un jeu de course de relais dans la Basse-Cour, faites entrer en course vos animaux au bon moment pour utiliser leurs capacités judicieusement et vous pourrez passer la ligne d'arrivée en grand vainqueur !;https://cdn2.philibertnet.com/539570-large_default/farm-furious.jpg;https://loki-kids.com/wp-content/uploads/2017/11/logo-loki-final.png;https://www.youtube.com/watch?v=1mpWRIMmCSo
921;Hâpy Families;Olivier Cipière;Loki;2 à 4 joueurs;5 ans;25 mn;Enfants;https://loki-kids.com/telechargements/Hapy-Families-rulebook.pdf;Esplanade-Est 2;;180;oui;oui;Cartes,Collection;Antiquité;Antiquité,Cartes,Collection;En visitant la pyramide, Hâpy pousse accidentellement une porte secrète et découvre une tablette antique. Les dieux sont encore cachés dans la pyramide. Aide-moi à les chercher, nous n'avons pas joué ensemble depuis des siècles ! Hâpy Families est une astucieuse revisite du traditionnel jeu des 7 familles qui remet au goût du jour cette mécanique plus qu'éprouvée.;https://cdn2.philibertnet.com/539563-large_default/hapy-families.jpg;https://loki-kids.com/wp-content/uploads/2017/11/logo-loki-final.png;https://www.youtube.com/watch?v=jyb_MQjsaW4
922;Les Animaux de Baker Street;Dave Neale, Clémentine Beauvais;Iello;1 à 4 joueurs;10 ans;45 mn;Tout public;https://www.philibertnet.com/fr/index.php?controller=attachment&id_attachment=5882;Esplanade-Est 2;;180;oui;oui;Coopératif,Déduction,Enquête;Animaux;Animaux,Coopératif,Déduction,Enquête;Les Animaux de Baker Street est un jeu d'enquête coopérative pour 1 à 4 joueurs au 19e siècle dans un Londres aussi mignon que captivant. Il va vous falloir enquêter sur des mystères que même Sherlock Holmes, le plus grand des détectives, ne soupçonne pas toujours...;https://cdn1.philibertnet.com/546400-large_default/les-animaux-de-baker-street.jpg;https://iello.fr/wp-content/uploads/2021/08/logo-iello.svg;https://www.youtube.com/watch?v=rPy0PyeSbWE
923;Kamon;Bruno Cathala;Cosmoludo;2 joueurs;8 ans;30 mn;Tout public;https://www.cosmoludo.com/_files/ugd/774d61_3a04f478d43f47beb411c9a2e4fe53ac.pdf;Esplanade-Centre 3;;184;non;oui;Logique;Abstrait;Abstrait,Logique;Kamon est un jeu de stratégie interactif où vous prendrez plaisir à combiner logique, finesse et réflexion. Pour gagner, reliez deux bords du plateau, encerclez ou bloquez votre adversaire.;https://cdn2.philibertnet.com/480009-large_default/kamon.jpg;https://static.wixstatic.com/media/774d61_fb0d3991b39c4cbfbb2888921b46449a~mv2.png/v1/fill/w_67,h_67,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logo-05_edi;https://www.youtube.com/watch?v=7Z5262bpF_k
924;Yoxii;Jérémy Partinico;Cosmoludo;2 joueurs;8 ans;30 mn;Tout public;https://www.cosmoludo.com/_files/ugd/774d61_62ac7cf77c7b43ff80518bfa536d6d7e.pdf;Esplanade-Centre 3;;184;non;oui;Affrontement,Logique;Abstrait;Abstrait,Affrontement,Logique;Pour gagner au Yoxii, vous devrez encercler le Totem avec vos pièces les plus fortes. Chaque joueur/se à son tour déplace le Totem d'une case et place une de ses pièces sur le plateau. Attention, vous pourrez sauter par dessus vos pièces pour aller là où le terrain vous est favorable. Un jeu abstrait puissant, qui mélange Échecs et Go mais qui ne ressemble ni à l'un, ni à l'autre. Dans cet univers abstrait et minimal, vous apprendrez vite à trouver les positions d'attaque et à vous défendre. Amusement garanti.;https://cdn2.philibertnet.com/529972-large_default/yoxii.jpg;https://static.wixstatic.com/media/774d61_fb0d3991b39c4cbfbb2888921b46449a~mv2.png/v1/fill/w_67,h_67,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logo-05_edi;https://www.youtube.com/watch?v=-xsdIyKvVe4
925;Hokito;Claude Leroy;Cosmoludo;2 joueurs;8 ans;10 mn;Tout public;https://www.cosmoludo.com/_files/ugd/774d61_60f257ed976d4eab91b3934483493139.pdf;Esplanade-Centre 3;;184;non;oui;Logique;Abstrait;Abstrait,Logique;Dans Hokito, accumulez le plus de points en prenant le contrôle des tours de votre adversaire, créez des ponts et des chemins pour atteindre vos objectifs.;https://cdn1.philibertnet.com/484874-large_default/hokito.jpg;https://static.wixstatic.com/media/774d61_fb0d3991b39c4cbfbb2888921b46449a~mv2.png/v1/fill/w_67,h_67,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logo-05_edi;https://www.youtube.com/watch?v=6uVE6kqwc2s
926;Swip'Sheep;Yann Dupont;Djeco;3 à 5 joueurs;5 ans;20 mn;Enfants;https://www.djeco.com/data/rules/DJ05145_FR.pdf;Esplanade-Est 4;Esplanade-Est 4a;226;oui;oui;Cartes;Animaux;Animaux,Cartes;"Découvrez le jeu de cartes Swip'Sheep de Djeco, un jeu de stratégie simple où réflexion et stratégie seront nécessaires pour déjouer les malices de ce jeu, un jeu de cartes pour les enfants à partir de 5 ans. Les loups attaquent, les chiens défendent; les moutons eux rapportent des points. Encore faut-il réussir à conserver ceux que l'on a en main et à piquer ceux de vos adversaires.";https://cdn3.philibertnet.com/467923-large_default/swipship.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;https://www.youtube.com/watch?v=tu-RDnH5l_4
927;Mysterix;;Djeco;2 à 5 joueurs;4 ans;30 mn;Enfants;https://www.djeco.com/data/rules/DJ05096_FR.pdf;Esplanade-Est 4;Esplanade-Est 4a;226;oui;oui;Observation;Trouver L'intrus;Trouver L'intrus,Observation;Mysterix est un jeu d'observation et de rapidité pour les enfants à partir de 4 ans. Les joueurs exercent leur oeil lynx en débusquant les intrus qui se sont glissés dans les images.;https://cdn2.philibertnet.com/501537-large_default/mysterix.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;https://www.youtube.com/watch?v=zr3fpyqYXyo
928;Piou Piou;Thierry Chapeau;Djeco;2 à 5 joueurs;6 ans;30 mn;Enfants;https://www.djeco.com/data/rules/DJ05119_FR.pdf;Esplanade-Est 4;Esplanade-Est 4a;226;oui;oui;Cartes,Collection,Combinaison;Animaux;Animaux,Cartes,Collection,Combinaison;Un jeu de stratégie. Panique dans le poulailler : le renard rôde et les œufs n'ont pas encore éclos ... Cot Cot codek!;https://cdn2.philibertnet.com/455837-large_default/piou-piou.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;https://www.youtube.com/watch?v=ohEA2Gs2AyQ
929;Pin Pon !;Julie Bregeot;Djeco;2 à 4 joueurs;3 ans;30 mn;Enfants;https://www.djeco.com/data/rules/DJ08571_FR.pdf;Esplanade-Est 4;Esplanade-Est 4a;226;oui;oui;Coopératif;Pompiers;Pompiers,Coopératif;Pin Pon ! est un jeu de société familial aux règles simples, parfait pour apprendre à jouer, à gagner ou à perdre tous ensemble. Un feu s'est déclaré... la sirène retentit dans la caserne! Saurez-vous aider les pompiers à arriver à temps pour éteindre les flammes et sauver la maison?;https://cdn3.philibertnet.com/516358-large_default/pinpon-.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;https://www.youtube.com/watch?v=74muxZfh4dg
930;Chipe Cocos;Alexandre Droit;Djeco;2 à 4 joueurs;8 ans;30 mn;Enfants;https://www.dropbox.com/s/bxk18dhs8ij0907/chipe_cocos.pdf?dl=0;Esplanade-Est 4;Esplanade-Est 4b;225;oui;oui;Collection;Nature, Animaux;Nature, Animaux,Collection;Tapies dans la canopée, des bandes de singes se disputent les noix de coco. Quelle sera la bande la mieux organisée qui en récoltera le plus, tout en évinçant les singes rivaux avant l’arrivée du tigre ?  Chipe Cocos est un jeu de déplacement très simple où la stratégie et l'anticipation sont primordiales.;https://cdn1.philibertnet.com/554362-large_default/chipe-cocos.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;
931;Pirates Island;Antoine Rabreau;Goula;2 à 4 joueurs;3 ans;30 mn;Enfants;https://www.dropbox.com/s/pi1z9wm3oh4z2qa/pirate_island.pdf?dl=0;Esplanade-Est 4;Esplanade-Est 4a;226;oui;oui;Collection,Parcours;Pirates;Pirates,Collection,Parcours;Pirate Island est un jeu de parcours et de collecte sur le thème des pirates pour les enfants dès 5 ans.;https://cdn3.philibertnet.com/556068-large_default/pirate-island.jpg;https://www.lesjouetsenbois.com/images/logo.png;
932;Jungle Panic;Flavien Dauphin;Djeco;2 à 4 joueurs;6 ans;30 mn;Enfants;https://www.play-in.com/pdf/rules_games/jungle_panic_regles_fr.pdf;Esplanade-Est 4;Esplanade-Est 4a;226;oui;oui;Dés,Pose de tuiles;Nature, Animaux;Nature, Animaux,Dés,Pose de tuiles;Jungle Panic est un jeu de pose, d’observation et de rapidité, pour 2 à 4 joueurs dès 6 ans. C'est la panique dans la jungle, aidez les animaux à retrouver le calme en créant des espaces dédiés à chaque espèce.;https://cdn2.philibertnet.com/548905-large_default/jungle-panic.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;
933;Tapikékoi;Romaric Galonnier, Laurent Toulouse;Djeco;2 à 4 joueurs;5 ans;15 mn;Enfants;https://www.berceaumagique.com/support/pdf/6559/[djeco]_regles_du_jeu_tapikekoi.pdf;Esplanade-Est 4;Esplanade-Est 4b;225;oui;oui;Cartes,Mémoire,Observation;Vie quotidienne;Vie quotidienne,Cartes,Mémoire,Observation;Tapikékoi de Djeco est un jeu éducatif sur les différences qui fait travailler la mémoire et le sens de l'observation des enfants. De retour à la maison, vous vous apercevez qu'un voleur a dérobé vos affaires. Saurez-vous découvrir ce qu'il manque ?;https://cdn1.philibertnet.com/480818-large_default/tapikekoi.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;https://www.youtube.com/watch?v=0Ffc__EMUvs
934;Constellations;Fabien Chevillon;Djeco;2 à 4 joueurs;8 ans;30 mn;Enfants;https://assets6.keepeek.com/pm_10541_1248_1248673-190ikvcybc.PDF;Esplanade-Est 4;Esplanade-Est 4b;225;oui;oui;Observation,Observation,Rapidité;Espace;Espace,Observation,Observation,Rapidité;Constellations est un jeu d'observation, de repérage dans l'espace et de rapidité.;https://cdn2.philibertnet.com/561823-large_default/constellations.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;
935;Pentanimo;Sébastien Decad;Djeco;1 joueur;8 ans;30 mn;Tout public;https://media-library.djeco.com/t-janqmibvjr;Esplanade-Est 4;Esplanade-Est 4b;225;oui;oui;Casse-tête;Animaux;Animaux,Casse-tête;Pentanimo comprend un cadre en bois permettant de bien caler les pièces, ainsi que 30 cartes de défis avec des positions de départs imposés. À vous de poser chaque pièce au bon endroit pour reproduire la figure dessinée sur le modèle. Quel animal manque à l’appel? Le jeu comprend 4 niveaux de difficulté pour progresser en douceur : de la simple reproduction à la déduction des pièces-animaux manquantes. Un jeu de casse-tête avec des animaux rigolos et attrayants adaptés à la tranche d'âge. Concentration, logique et patience seront nécessaires pour réaliser les défis.;https://cdn1.philibertnet.com/552196-large_default/pentamino.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;
936;Cubissimo;Alain Brobecker;Djeco;1 joueur;7 ans;30 mn;Enfants;https://www.djeco.com/data/rules/DJ08477_FR.pdf;Esplanade-Est 4;Esplanade-Est 4b;225;oui;oui;Casse-tête,Construction,Solo;Cubes;Cubes,Casse-tête,Construction,Solo;Cubissimo est un jeu de réflexion et de patience dans lequel le joueur prend plaisir manipuler des pièces en 3D afin de reconstituer un cube parfait. Avec ses 30 cartes de défis, vous aurez matière à réfléchir.;https://cdn1.philibertnet.com/458016-large_default/cubissimo.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;https://www.youtube.com/watch?v=QNQZDM1ClKY
937;Pagan: Le Destin de Roanoke;Kåre Storgaard, Kasper Kjær Christiansen;Super Meeple;2 joueurs;14 ans;60 mn;Experts;https://www.supermeeple.com/wp-content/uploads/2015/02/PAGAN_r%C3%A8gles_jeu_de_base.pdf;Antigone-Sud 4;Antigone-Sud 4e;231;oui;oui;Deck building,Déduction,Gestion de main;Aventure;Aventure,Deck building,Déduction,Gestion de main;L'essence de ce jeu asymétrique est la lutte de la sorcière contre le chasseur de sorcières. Alors que la sorcière s'efforce d'accomplir un rituel, le chasseur tente de la retrouver et de découvrir sa véritable identité. Les deux joueurs ont accès à des decks variables de 50 cartes chacun et utilisent différentes ressources pour vaincre l'autre camp. De nombreuses tactiques et stratégies sont possibles et nécessaires pour survivre dans ce combat entre les deux puissances. Les graphiques sombres de l'illustratrice Maren Gutt donnent vie à l'histoire fictive de la colonie perdue de Roanoke.;https://cdn2.philibertnet.com/548779-large_default/pagan-le-destin-de-roanoke.jpg;http://www.supermeeple.com/wp-content/uploads/2015/02/logo-supermeeple-margin-top1.png;https://www.youtube.com/watch?v=0FcMsJVinic
